id,puzzle,solution,clues,difficulty
183,.83..1.4.......1....9463....9...7..2.74..9.6..5.3...9.....2...98....65....2...6.4,583271946426598173719463258398657412274189365651342897165824739847936521932715684,27,1.4
184,8.1..3.......1....3297..6....3.62.742....5..65..9.........4.86.........7.5..3.9..,861493725475216389329758641983162574247385196516974238792541863138629457654837912,26,1.4
185,.472.53.1..2....4..8..........4.2.6.3........6..931....9....6.....87.2...3.....94,947265381562318749183794526871452963359687412624931857295143678416879235738526194,25,1.0
186,6...84....34...7..5..2.1......1..9.7.5...6....4.....5..1.8....69...6.34........8.,672384195134659728598271463826145937359726814741938652415893276987562341263417589,24,1.8
187,..1.9......52.1.....43.7.5.....8......7..5.8....92..3..7.......962...1........8.2,731598426695241378824367951359786214247135689186924735478612593962853147513479862,23,0.0
188,..4.8.3..86.....5....6..4.......3.4..91..58...3...76..2...7.....5....938..3..1...,914582367862734159375619482526893741791465823438127695249378516157246938683951274,25,0.0
189,.84..9..1..9.2..43.7...52...6.8.7.......5......5.3....42......581.........3...78.,284369571659721843371485269962817354138954627745236918427698135816573492593142786,25,1.2
190,....9...2.8....4.9...5...3..1..638..7.....21......4...53.2.....6..31..4...4...6..,371498562285631479469572138912763854743985216856124397537246981628319745194857623,24,2.1
191,8.....1.....6...4362..8.......2...58....5..1....7.13...168..7..548.7.........49..,834597162759612843621483579197236458463958217285741396916825734548379621372164985,26,0.0
192,942.....66......4.........2....2..81.7..3......31...6...92.78..187.4.........5...,942581736615372948738496152564729381271638594893154267459267813187943625326815479,24,2.6
193,....9..2...2.....4.1.2.4...9......5..4...3.82.3..16......57..48..4.3.....56.....9,468397521372185964519264873981742356647953182235816497123579648794638215856421739,25,1.4
194,6..........8..2..3..58..9.1..1.9.2..4.2..73.........685...23.1.9.......7...7.....,694315782178942653235876941361598274482167395759234168547623819926481537813759426,24,2.5
195,..3...72.5..43..6....9.....4....9..5.....1.7...68..1....8.2....65......42...8....,143658729579432861862917543481279635925361478736845192318724956657193284294586317,23,0.0
196,.8.3..6.....18.......7251..8....3..5.....94.1.346.....3.6...8..198.....7.5.......,581394672972186543643725189819243765265879431734651928326517894198462357457938216,26,1.5
197,...9...6..5..2.......1.48.2..4.7...682.4....3.......1.7.168.2...48.3.........7...,182953764456728139973164852314875926829416573567392418731689245248531697695247381,25,0.0
198,1.......4...14..69.....8...5..........6...3.7..73.58.1....96....9..5.17.7.5..3...,172639584853147269649528713538971642916284357427365891281796435394852176765413928,25,1.4
199,.6.3....8..25..67..9..42..1....5.9.6.3.......4.9...........95.2.5..8......7....8.,165397428342518679798642351271853946536924817489176235814739562653281794927465183,24,2.6
200,.......678.....5....56.....72..3......4....1.58.9.4..2.9.27.3........195.....8...,912583467867419523345627981729831654634752819581964732196275348278346195453198276,24,0.0
201,....2..85.34..8.1..8..547.9.....6..3.1.5...2.4.7.........1......9...2...6..4..5..,976321485534978216182654739259716843813549627467283951748195362395862174621437598,25,2.5
202,71...8.9....4..7....8..52..47...3......7..8...81.....2..92..3......8.6..6.......7,714628593265439718938175246472893165596712834381546972849267351157384629623951487,24,3.5
203,.6...1.8.....84.....27....575....23...6..3......9.....315.4..6.....3.....7.5....1,467251983591384627832796415759618234286473159143925876315849762624137598978562341,24,1.3
204,...9..2...4.8.5.......32..649...3...6......1...5...8.7..9.....2...264...1........,738916254246875931951432786497183625682547319315629847869351472573264198124798563,22,0.0
205,.5......1..9361..58......4...1.4..5.72.8........2...6..4....27..9.7..........8...,652487931479361825813592647981643752726815493534279168348156279195724386267938514,23,0.0
206,.8.........5.3....2....7.646.8.4.9...1.72.....4.85....1..9..6.....1...3.3.....27.,786214395495638712231597864628341957513729486947856123152973648874162539369485271,25,1.1
207,8...5...6......5.9...9......7..1.9..49.3....2..6.8..3.7....63.......5.7.26.4.....,839751246147632589625948713372514968498367152516289437754896321983125674261473895,24,1.1
208,8..9..4..95..4..3.....6..2.....1......8...2..241....7.79....6.......18....3..7...,812973465956142738437865129379216584568734291241589376795428613624391857183657942,23,1.1
209,.8......3....94..6.....657...4.......6.14.8..2.17..9........3.1...923.......5...4,986275413715394286423816579874539162569142837231768945652487391147923658398651724,24,0.0
210,.16....2....5.1.....24...3.....65......2.35.969...........9.4..8....42...3.6..8..,416839725973521648582476931328965174741283569695147382257398416869714253134652897,24,0.0
211,.7.34...2.9..6......6..57.4..4.7.1.....2.6..7.6.1...9...8...51.5.......9....1....,875341962493762851126895734254973186981256347367184295748629513512438679639517428,25,1.5
212,.64...3..5.3........91.5...2...59.8......2.3....4.8....8..2.4..3.....5..1..5....7,864297315513864972729135648276359184458612739931478256685721493347986521192543867,24,0.0
213,...4...93.3......56.1.9......237.....7..86.5.......7.2.....45....963.4..4.......7,725468193938721645641593278562379814174286359893145762387914526259637481416852937,25,2.0
214,.41.6.....9..8.2..6.....5..96....7.....54..1..2.7.............9...1...6...7.....4,741265983593481276682973541964812735378549612125736498416357829859124367237698154,21,0.0
215,....5...7.9.1.42....39.....4.2..89.....7....8...3.......5...4....6..1.3.8....6..5,164852397798134256523967184452618973319725648687349512975283461246571839831496725,23,0.0
216,.2.1..8.4...4...166..8..7...6.718....7.....4.....5...8........5.83......1.7.23...,729136854538472916614895723465718392872369541391254678246987135983541267157623489,25,0.0
217,2....483....8..975..31.......5.8.............84..12....7.5...8...6...75.....7.2.9,257964831614823975983157426365789142721645398849312567472591683196238754538476219,25,4.2
218,....3......8....6.....92..49.46....1..3...5..61.......7..16.8..8....4..7..2..3.1.,149536728528417963376892154954678231283941576617325489735169842861254397492783615,24,0.0
219,.5........7.5864....2.3.6.96......2....4.17.579..........1....3..8.4.......67.2.4,456219837379586412182734659614957328823461795795823146247198563568342971931675284,26,0.0
220,...64.9.8.7..........8...2.....3......2.....7.51..4...7..18....9..26.81.5........,235641978879352146164879523487936251692518437351724689726185394943267815518493762,22,0.0
221,.......259...4.1.3..31......1.7.25.9..2...........3...47...12.....3..8.....48..7.,841639725957248163623175498314762589562894317789513642478951236196327854235486971,24,0.0
222,..4.....57..86......9...4..1....3..22...56.9.....9...........79.2.7...313....85..,814379625752864913639512487195483762287156394463297158548631279926745831371928546,24,1.3
223,.59...1......5...9.....8.3......14.5..6......73.4....8.6.91...492.3.....8.......7,659743182183256749472198536298631475546879213731425968365917824927384651814562397,24,0.0
224,.9..6.....85..........12.69....5.1.84.....25......9......6..782......6.....48....,192368574685947321374512869263754198419836257857129436541693782938271645726485913,22,1.5
225,.3.2....1.9..4..736.59.......2..8..78.4...215..9.....8..639.......8..........6.2.,437285961298641573615973842352168497864739215179524638526397184943812756781456329,26,2.7
226,..287....7......69.6.1...8..85.....6...3..5...2...7.......81....1..653..27.......,192876453738524169564139287985412736647398521321657948453781692819265374276943815,24,1.2
227,.3....8..8..4.63..5.4.1..7...6..9....78..26.....7..1.....653...........2....71..9,639527814817496325524318976156839247978142653243765198492653781761984532385271469,25,1.0
228,..3.754.......9.781....4............7.6..1.9..2.5.6....69...7...8....25.4....8..6,893675421645219378172384965518792643736841592924536817269153784381467259457928136,25,3.5
229,1..9......5...36.8.....571.6...72..55..8......97.......3..8.549....94.8.........6,173968452452713698986245713618472935524839167397156824231687549765394281849521376,26,1.4
230,..2.3.4.5.....8.3.34....62....6..54...92.....2...1.....1.3........75...4.96...7..,172936485965428137348175629781693542659284371234517896417369258823751964596842713,25,1.2
231,..1327..446..5..................9.5.9.....2...2.7...4...5..43.1.....58..67.......,851327964469851732732496518187249653946513287523768149295684371314975826678132495,23,0.0
232,.8...7.5...9.5......1863.2..58.....91.4.3..8.......2..3..............46..271....3,482917356639254178571863924258471639194632785763589241346795812915328467827146593,25,3.5
233,8..1...9..94.....1.5.6.24........1.2..9.4..53.15.....8....5..3.6...........7....6,826174395794583621153692487387965142269841753415327968971256834632418579548739216,24,0.0
234,...62.....2....67....4.39....31......9.....4.17.9....8....672....9.8..5........83,947625831325819674861473925283146597596738142174952368458367219739281456612594783,24,0.0
235,.6......842..18.3.......19.6.5..78.....53..2....1..9..8..4....99.....56..36..1...,169352748427918635358674192695247813781539426243186957812465379974823561536791284,27,2.5
236,..8.9.....467..9...7.5...2.........3.5....24.....67....1.....3.....4..5.632..8..4,528194367146723985379586421864215793751839246293467518415672839987341652632958174,24,0.0
237,32.........8.....9..569.3.2...4.69..1...7....2.35..4........5....1....74...7..8.3,329154768648237159715698342587426931194873625263519487472381596831965274956742813,25,4.0
238,.6...81..9.....7...4..5.6....31.....6.8...9.1.5.2...7....31...5.1962......2......,267938154935461728841752639793184562628573941154296873486317295319625487572849316,25,1.4
239,..8.4.5.9.1.2....32...75....23..6.....9....4.4...3.......6.........8..9..5.....31,768341529915268473234975168123456987589127346476839215397612854641583792852794631,23,3.1
240,...7...51.6.8...4...9...6.382....1....1.....24...8.....1..6.....3.1...9..865.....,348796251162835749759412683825679134691354872473281965514967328237148596986523417,24,0.0
241,..5..3...71........6.17..32.54......9...3...1..67.8.......1.9......9..5..7.2..4..,295683174713425869468179532354961728987532641126748395542317986631894257879256413,24,0.0
242,.6....8..3..6......4..82.7.......74.......6.5...3.6.....75.1.....24.........3.284,769143852328657491145982376693215748271894635854376129487521963932468517516739284,23,1.9
243,.......34.53.7..8......6....6..3..5.845.2........9..2.2...6..9......7..6...9..1..,697218534153479682428356917962834751845721369731695428274163895319587246586942173,23,1.1
244,9...6..5....49..3....8.....3.9....7...7....64.4....8..6.....5..5.3.19....7...81..,934261758158497632726853941369184275817925364245376819691742583583619427472538196,24,1.4
245,.....6......1...27...347.1.49..5......1.....965............138.....2.7..3.4...9..,147286593836195427925347618493852176781634259652719834279461385568923741314578962,23,0.0
246,.9....1.33.5.2.....1.35....5.9.6..8......247...68..5...6....714..1..98...4.......,297648153385921647614357298529764381138592476476813529963285714751439862842176935,27,1.0
247,..46......7.2.16....1............4.27.8..6.5..2.9......6..74.1.3....8..5.9......4,284657391579231648631849527956713482718426953423985176865374219342198765197562834,24,0.0
248,.9...7.....3.5...8...284...67.....2..2.7..6.1...5...43.....1.....9....854..8..3..,892317564743659218156284937675143829324798651981562743568931472239476185417825396,25,1.5
249,.3....42.5.7.....8.......76.2674.........2...8.9.3..5...8......49.8.6......3.....,631578429547269138982413576326745891154982367879631254268157943493826715715394682,23,0.0
250,......5...7....89.1..7......98..52.3......9....6.2........51.89.6.38...43...4.1..,849216537672534891153798642798465213214873965536129478427651389961382754385947126,25,0.0
251,4....296.....8.......4..2.8856...........7.9...2.1...4..5....2....6.97..6392..4..,481752963263981547597463218856394172314527896972816354745138629128649735639275481,26,1.0
252,..1....7..2.........487......5..362....7.........1.5.8.8.936...6......1.4.....2.9,891564372726391485534872196915483627368725941247619538182936754659247813473158269,23,0.0
253,...........19.8...43.......87.4..6.96......74.....7....4....53...8..2...3..6958.7,587134296261978453439526718875413629623859174194267385946781532758342961312695847,25,0.0
254,.......9.....8....9..3..1.5...5...46..4.7..3..78..3...2.3...8......2.4..6..4...5.,816752394435981672927364185392518746164279538578643921243195867759826413681437259,23,0.0
255,...53.6..3...1..2..6......8.5...2.8....95.3...9....46.6.2........136...7....4....,928537614374816529165429738453672981816954372297183465682795143541368297739241856,24,2.2
256,.9.....2.5.8.9..7..4.5..61....6.5..1.7.98....1....2.9.3.........51...4.8.........,693417825518296374742538619439675281276981543185342796324869157951723468867154932,24,0.0
257,.....17...35.769..41.3.5.......6..8..2....1....9....56.........6...3..9..5.8...2.,962481735835276941417395862174563289526948173389127456298654317641732598753819624,24,1.9
258,.........85..7.61..1.2....773...89.49...4.52....9.....2...8..5......7..1....9.8..,672814395854379612319265487735128964981746523426953178263481759598637241147592836,25,3.2
